title,text,subject,date
Alert: A celebrity who was secretly replaced by a body double,"BREAKING bombshell report reveals a celebrity who was secretly replaced by a body double and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"June 3, 2017"
Alert: A new law that will secretly ban a popular everyday product,"EXPOSED: The hidden truth about a new law that will secretly ban a popular everyday product that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"November 2, 2017"
Alert: A celebrity who was secretly replaced by a body double,"You won't believe this!!! New leaked footage allegedly proves a celebrity who was secretly replaced by a body double, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",News,"November 2, 2017"
Alert: A bank that is about to collapse and wipe out everyone's savings overnight,"BREAKING bombshell report reveals a bank that is about to collapse and wipe out everyone's savings overnight and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",News,"Monday, 2017"
Alert: An alien spacecraft that crashed and was covered up by the military,"EXPOSED: The hidden truth about an alien spacecraft that crashed and was covered up by the military that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",conspiracy,"November 2, 2017"
Alert: A bank that is about to collapse and wipe out everyone's savings overnight,"BREAKING bombshell report reveals a bank that is about to collapse and wipe out everyone's savings overnight and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"May 17, 2017"
Alert: A celebrity who was secretly replaced by a body double,"You won't believe this!!! New leaked footage allegedly proves a celebrity who was secretly replaced by a body double, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",politics,"Thursday, 2017"
Alert: A secret group of elites controlling the world's food supply,"EXPOSED: The hidden truth about a secret group of elites controlling the world's food supply that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"Sunday, 2017"
Alert: A miracle cure that doctors and pharmaceutical companies are hiding,"SHOCKING: You won't believe what was just exposed about a miracle cure that doctors and pharmaceutical companies are hiding! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"Tuesday, 2017"
Alert: A government plot to install mind-control chips in vaccines,"SHOCKING: You won't believe what was just exposed about a government plot to install mind-control chips in vaccines! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"January 14, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"BREAKING bombshell report reveals a scientist who proved the earth is actually flat using shocking new evidence and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",News,"October 18, 2017"
Alert: An alien spacecraft that crashed and was covered up by the military,"BREAKING bombshell report reveals an alien spacecraft that crashed and was covered up by the military and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"December 21, 2017"
Alert: A billionaire who is secretly funding a plan to control the global economy,"You won't believe this!!! New leaked footage allegedly proves a billionaire who is secretly funding a plan to control the global economy, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",conspiracy,"Friday, 2017"
Alert: A leaked document revealing a hidden world government,"BREAKING bombshell report reveals a leaked document revealing a hidden world government and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"February 22, 2017"
Alert: A secret group of elites controlling the world's food supply,"BREAKING bombshell report reveals a secret group of elites controlling the world's food supply and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",politics,"September 5, 2017"
Alert: A secret group of elites controlling the world's food supply,"You won't believe this!!! New leaked footage allegedly proves a secret group of elites controlling the world's food supply, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",politics,"April 30, 2017"
Alert: A viral cure that big pharma doesn't want you to know about,"EXPOSED: The hidden truth about a viral cure that big pharma doesn't want you to know about that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"March 9, 2017"
Alert: A bank that is about to collapse and wipe out everyone's savings overnight,"BREAKING bombshell report reveals a bank that is about to collapse and wipe out everyone's savings overnight and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"January 14, 2017"
Alert: A government plot to install mind-control chips in vaccines,"You won't believe this!!! New leaked footage allegedly proves a government plot to install mind-control chips in vaccines, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",conspiracy,"Tuesday, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"EXPOSED: The hidden truth about a scientist who proved the earth is actually flat using shocking new evidence that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"October 18, 2017"
Alert: A celebrity who was secretly replaced by a body double,"EXPOSED: The hidden truth about a celebrity who was secretly replaced by a body double that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",conspiracy,"Sunday, 2017"
Alert: A politician who was caught on a leaked tape admitting a massive conspiracy,"SHOCKING: You won't believe what was just exposed about a politician who was caught on a leaked tape admitting a massive conspiracy! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"Wednesday, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"BREAKING bombshell report reveals a scientist who proved the earth is actually flat using shocking new evidence and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"June 3, 2017"
Alert: A leaked document revealing a hidden world government,"SHOCKING: You won't believe what was just exposed about a leaked document revealing a hidden world government! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",News,"December 21, 2017"
Alert: A viral cure that big pharma doesn't want you to know about,"BREAKING bombshell report reveals a viral cure that big pharma doesn't want you to know about and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",News,"April 30, 2017"
Alert: An alien spacecraft that crashed and was covered up by the military,"SHOCKING: You won't believe what was just exposed about an alien spacecraft that crashed and was covered up by the military! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",News,"Thursday, 2017"
Alert: A viral cure that big pharma doesn't want you to know about,"EXPOSED: The hidden truth about a viral cure that big pharma doesn't want you to know about that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"Sunday, 2017"
Alert: A bank that is about to collapse and wipe out everyone's savings overnight,"BREAKING bombshell report reveals a bank that is about to collapse and wipe out everyone's savings overnight and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"March 9, 2017"
Alert: A bank that is about to collapse and wipe out everyone's savings overnight,"EXPOSED: The hidden truth about a bank that is about to collapse and wipe out everyone's savings overnight that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"May 17, 2017"
Alert: An alien spacecraft that crashed and was covered up by the military,"You won't believe this!!! New leaked footage allegedly proves an alien spacecraft that crashed and was covered up by the military, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",politics,"September 5, 2017"
Alert: A new law that will secretly ban a popular everyday product,"SHOCKING: You won't believe what was just exposed about a new law that will secretly ban a popular everyday product! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"Sunday, 2017"
Alert: A politician who was caught on a leaked tape admitting a massive conspiracy,"You won't believe this!!! New leaked footage allegedly proves a politician who was caught on a leaked tape admitting a massive conspiracy, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",News,"December 21, 2017"
Alert: A government plot to install mind-control chips in vaccines,"BREAKING bombshell report reveals a government plot to install mind-control chips in vaccines and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"November 2, 2017"
Alert: A billionaire who is secretly funding a plan to control the global economy,"EXPOSED: The hidden truth about a billionaire who is secretly funding a plan to control the global economy that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"Sunday, 2017"
Alert: A politician who was caught on a leaked tape admitting a massive conspiracy,"BREAKING bombshell report reveals a politician who was caught on a leaked tape admitting a massive conspiracy and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",politics,"January 14, 2017"
Alert: A new law that will secretly ban a popular everyday product,"You won't believe this!!! New leaked footage allegedly proves a new law that will secretly ban a popular everyday product, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",conspiracy,"September 5, 2017"
Alert: A new law that will secretly ban a popular everyday product,"BREAKING bombshell report reveals a new law that will secretly ban a popular everyday product and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",News,"Friday, 2017"
Alert: A viral cure that big pharma doesn't want you to know about,"EXPOSED: The hidden truth about a viral cure that big pharma doesn't want you to know about that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"Tuesday, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"SHOCKING: You won't believe what was just exposed about a scientist who proved the earth is actually flat using shocking new evidence! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",politics,"Tuesday, 2017"
Alert: A secret group of elites controlling the world's food supply,"EXPOSED: The hidden truth about a secret group of elites controlling the world's food supply that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"January 14, 2017"
Alert: A miracle cure that doctors and pharmaceutical companies are hiding,"BREAKING bombshell report reveals a miracle cure that doctors and pharmaceutical companies are hiding and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",News,"October 18, 2017"
Alert: A new law that will secretly ban a popular everyday product,"You won't believe this!!! New leaked footage allegedly proves a new law that will secretly ban a popular everyday product, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",politics,"September 5, 2017"
Alert: A leaked document revealing a hidden world government,"EXPOSED: The hidden truth about a leaked document revealing a hidden world government that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"November 2, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"EXPOSED: The hidden truth about a scientist who proved the earth is actually flat using shocking new evidence that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"October 18, 2017"
Alert: A viral cure that big pharma doesn't want you to know about,"You won't believe this!!! New leaked footage allegedly proves a viral cure that big pharma doesn't want you to know about, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",conspiracy,"Monday, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"EXPOSED: The hidden truth about a scientist who proved the earth is actually flat using shocking new evidence that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"Thursday, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"BREAKING bombshell report reveals a scientist who proved the earth is actually flat using shocking new evidence and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",News,"October 18, 2017"
Alert: An alien spacecraft that crashed and was covered up by the military,"You won't believe this!!! New leaked footage allegedly proves an alien spacecraft that crashed and was covered up by the military, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",conspiracy,"Wednesday, 2017"
Alert: A politician who was caught on a leaked tape admitting a massive conspiracy,"EXPOSED: The hidden truth about a politician who was caught on a leaked tape admitting a massive conspiracy that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"January 14, 2017"
Alert: A viral cure that big pharma doesn't want you to know about,"BREAKING bombshell report reveals a viral cure that big pharma doesn't want you to know about and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",politics,"Wednesday, 2017"
Alert: A leaked document revealing a hidden world government,"SHOCKING: You won't believe what was just exposed about a leaked document revealing a hidden world government! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"June 3, 2017"
Alert: A bank that is about to collapse and wipe out everyone's savings overnight,"EXPOSED: The hidden truth about a bank that is about to collapse and wipe out everyone's savings overnight that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"Monday, 2017"
Alert: A viral cure that big pharma doesn't want you to know about,"BREAKING bombshell report reveals a viral cure that big pharma doesn't want you to know about and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"July 26, 2017"
Alert: A leaked document revealing a hidden world government,"You won't believe this!!! New leaked footage allegedly proves a leaked document revealing a hidden world government, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",News,"October 18, 2017"
Alert: A secret group of elites controlling the world's food supply,"BREAKING bombshell report reveals a secret group of elites controlling the world's food supply and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",politics,"December 21, 2017"
Alert: A new law that will secretly ban a popular everyday product,"You won't believe this!!! New leaked footage allegedly proves a new law that will secretly ban a popular everyday product, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",News,"February 22, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"SHOCKING: You won't believe what was just exposed about a scientist who proved the earth is actually flat using shocking new evidence! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"Monday, 2017"
Alert: A government plot to install mind-control chips in vaccines,"BREAKING bombshell report reveals a government plot to install mind-control chips in vaccines and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",News,"March 9, 2017"
Alert: A celebrity who was secretly replaced by a body double,"BREAKING bombshell report reveals a celebrity who was secretly replaced by a body double and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"November 2, 2017"
Alert: A politician who was caught on a leaked tape admitting a massive conspiracy,"EXPOSED: The hidden truth about a politician who was caught on a leaked tape admitting a massive conspiracy that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"Wednesday, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"You won't believe this!!! New leaked footage allegedly proves a scientist who proved the earth is actually flat using shocking new evidence, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",News,"July 26, 2017"
Alert: A government plot to install mind-control chips in vaccines,"SHOCKING: You won't believe what was just exposed about a government plot to install mind-control chips in vaccines! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",politics,"June 3, 2017"
Alert: A politician who was caught on a leaked tape admitting a massive conspiracy,"SHOCKING: You won't believe what was just exposed about a politician who was caught on a leaked tape admitting a massive conspiracy! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"September 5, 2017"
Alert: A government plot to install mind-control chips in vaccines,"You won't believe this!!! New leaked footage allegedly proves a government plot to install mind-control chips in vaccines, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",conspiracy,"July 26, 2017"
Alert: A celebrity who was secretly replaced by a body double,"EXPOSED: The hidden truth about a celebrity who was secretly replaced by a body double that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"March 9, 2017"
Alert: A government plot to install mind-control chips in vaccines,"SHOCKING: You won't believe what was just exposed about a government plot to install mind-control chips in vaccines! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"Friday, 2017"
Alert: A bank that is about to collapse and wipe out everyone's savings overnight,"BREAKING bombshell report reveals a bank that is about to collapse and wipe out everyone's savings overnight and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"May 17, 2017"
Alert: A miracle cure that doctors and pharmaceutical companies are hiding,"SHOCKING: You won't believe what was just exposed about a miracle cure that doctors and pharmaceutical companies are hiding! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"August 11, 2017"
Alert: A politician who was caught on a leaked tape admitting a massive conspiracy,"You won't believe this!!! New leaked footage allegedly proves a politician who was caught on a leaked tape admitting a massive conspiracy, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",News,"Wednesday, 2017"
Alert: A celebrity who was secretly replaced by a body double,"EXPOSED: The hidden truth about a celebrity who was secretly replaced by a body double that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",politics,"November 2, 2017"
Alert: A scientist who proved the earth is actually flat using shocking new evidence,"EXPOSED: The hidden truth about a scientist who proved the earth is actually flat using shocking new evidence that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"Wednesday, 2017"
Alert: A politician who was caught on a leaked tape admitting a massive conspiracy,"SHOCKING: You won't believe what was just exposed about a politician who was caught on a leaked tape admitting a massive conspiracy! Sources who wish to remain anonymous say this changes EVERYTHING and the mainstream media REFUSES to cover it. Share this before it gets taken down!!! Insiders claim that the truth has been hidden from the public for YEARS, and that this is just the tip of the iceberg. Wake up people, before it's too late!!!",conspiracy,"Monday, 2017"
Alert: An alien spacecraft that crashed and was covered up by the military,"EXPOSED: The hidden truth about an alien spacecraft that crashed and was covered up by the military that NO ONE is talking about. According to totally anonymous insiders who 'can't be named for their own safety,' everything we've been told is a lie. This shocking report claims that powerful figures are working around the clock to keep this buried, but brave truth-seekers are finally bringing it to light. SHARE NOW before they delete this!!!",News,"November 2, 2017"
Alert: A government plot to install mind-control chips in vaccines,"BREAKING bombshell report reveals a government plot to install mind-control chips in vaccines and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",News,"Friday, 2017"
Alert: An alien spacecraft that crashed and was covered up by the military,"You won't believe this!!! New leaked footage allegedly proves an alien spacecraft that crashed and was covered up by the military, and people online are losing their minds over it. Despite no verified evidence and zero credible reporting, thousands of shares claim this is '100% real' and 'can't be denied.' Click here before this gets banned forever. The establishment is in full panic mode trying to suppress this video!",conspiracy,"Friday, 2017"
Alert: A miracle cure that doctors and pharmaceutical companies are hiding,"BREAKING bombshell report reveals a miracle cure that doctors and pharmaceutical companies are hiding and the mainstream media is staying SILENT. A whistleblower who claims to have worked inside the operation for over a decade says the evidence is undeniable, even though zero official sources have confirmed any part of this story. Experts are reportedly 'terrified' to speak out, according to unnamed sources close to the situation. This is the story THEY don't want you to see!",conspiracy,"July 26, 2017"
